sampling_period,patch,date,time,treatment,divers,observer,transect,heading,quadrat,shoot_count,distance_patch,above_ground,below_ground,shoot_bag_num,percent_total_n,percent_total_c,total_grunt_nh4_rate_ug,total_grunt_nh4_rate,mean_sand_depth,sd_sand_depth,original_cuke_density,final_cuke_density,true_seagrass_area,total_reef_area,log_original_cuke_density,log_final_cuke_density,lat,lon,total_cuke_excretion_initial,total_cuke_excretion_final,patch_size,grunt_pee_m2,cuke_pee_final_m2,log_grunt_pee_m2,log_cuke_pee_m2,scale_log_og_cukes,scale_log_cukes_final,scale_log_grunt_pee_m2,scale_log_cuke_pee_m2,scale_distance,scale_sand,scale_seagrass_area,scale_reef_area,scale_patch_size,cont_treatment,scale_cont_treatment,mean_blade_height,sd_blade_height,n_blade_height,se_blade_height
1,FFA,2019-07-07,10:00:00,zero,"RM, HW",RM,3,150,2,215,1,NA,NA,T3Q2,NA,NA,8585.682325600297,612.8252909065166,24.375,2.9261749776799064,0.3921476241023302,0,35.70084105965851,13.242487039961153,-0.9361169179868996,-4.891386666278263,24.851025,-76.244734,168,0,48.94332809961966,17.165570129914986,0,2.8572099227877104,-2.4064789070070094,0.4547902829353291,-1.194509809478628,-0.33589790966987476,-1.2069602261090813,-0.47831649610988214,1.0925492785730186,-0.16840919404158747,-0.44121765914674926,-0.35226803341707097,-1,-1.2236643728386054,9.5,1.0173494974687902,5,0.454972526643093
1,FFA,2019-07-07,10:00:00,zero,"RM, HW",HW,3,150,3,56,2.5,NA,NA,T3Q3,NA,NA,8585.682325600297,612.8252909065166,26.25,3.593976442141304,0.3921476241023302,0,35.70084105965851,13.242487039961153,-0.9361169179868996,-4.891386666278263,24.851025,-76.244734,168,0,48.94332809961966,17.165570129914986,0,2.8572099227877104,-2.4064789070070094,0.4547902829353291,-1.194509809478628,-0.33589790966987476,-1.2069602261090813,0.474395869092588,1.359138785759072,-0.16840919404158747,-0.44121765914674926,-0.35226803341707097,-1,-1.2236643728386054,9.18,2.2532199182503247,5,1.007670581092849
1,Vancouver,2019-07-07,03:30:00,half,"RM, HW, RG",RG,1,60,1,175,0.2,NA,NA,T1Q1,NA,NA,56801.768645304845,4054.3732080874265,20.75,5.737304826019502,0.04506606080245481,0.015022020267484936,66.5689422723316,8.921430335016193,-3.0996258478642624,-3.792773478152654,24.88526,-76.260322,36,12,75.4903726073478,60.904876503837244,0.18026424320981924,4.113365547577188,-1.3078664585370985,-1.5441158473343184,-0.565757352528695,0.2838596494510988,-0.5826471924860385,-0.9864297575511995,0.5771428980133156,0.6254661925931561,-0.542102293058835,0.015238134178029815,-0.5,0,22.16,5.483429583755043,5,2.45226425982193
1,Vancouver,2019-07-07,03:30:00,half,"RM, HW, RG",HW,1,60,2,199,2.4,NA,NA,T1Q2,NA,NA,56801.768645304845,4054.3732080874265,30.625,3.9024564913226985,0.04506606080245481,0.015022020267484936,66.5689422723316,8.921430335016193,-3.0996258478642624,-3.792773478152654,24.88526,-76.260322,36,12,75.4903726073478,60.904876503837244,0.18026424320981924,4.113365547577188,-1.3078664585370985,-1.5441158473343184,-0.565757352528695,0.2838596494510988,-0.5826471924860385,0.41088171141242325,1.9811809691931963,0.6254661925931561,-0.542102293058835,0.015238134178029815,-0.5,0,15.9,2.0062402647738873,5,0.8972179222463177
1,Vancouver,2019-07-07,03:30:00,half,"RM, HW, RG",RM,1,60,3,36,3.9,NA,NA,T1Q3,NA,NA,56801.768645304845,4054.3732080874265,21.75,5.737304826019502,0.04506606080245481,0.015022020267484936,66.5689422723316,8.921430335016193,-3.0996258478642624,-3.792773478152654,24.88526,-76.260322,36,12,75.4903726073478,60.904876503837244,0.18026424320981924,4.113365547577188,-1.3078664585370985,-1.5441158473343184,-0.565757352528695,0.2838596494510988,-0.5826471924860385,1.3635940766148933,0.719323968512544,0.6254661925931561,-0.542102293058835,0.015238134178029815,-0.5,0,7.58,1.7711578134090706,5,0.7920858539325141
1,Vancouver,2019-07-07,03:30:00,half,"RM, HW, RG",HW,2,330,1,167,0.1,NA,NA,T2Q1,NA,NA,56801.768645304845,4054.3732080874265,20.75,5.737304826019502,0.04506606080245481,0.015022020267484936,66.5689422723316,8.921430335016193,-3.0996258478642624,-3.792773478152654,24.88526,-76.260322,36,12,75.4903726073478,60.904876503837244,0.18026424320981924,4.113365547577188,-1.3078664585370985,-1.5441158473343184,-0.565757352528695,0.2838596494510988,-0.5826471924860385,-1.049943915231364,0.5771428980133156,0.6254661925931561,-0.542102293058835,0.015238134178029815,-0.5,0,23.82,2.4417207047490095,5,1.0919706955774957
1,Vancouver,2019-07-07,03:30:00,half,"RM, HW, RG",RM,2,330,2,146,2.6,NA,NA,T2Q2,NA,NA,56801.768645304845,4054.3732080874265,30.625,3.9024564913226985,0.04506606080245481,0.015022020267484936,66.5689422723316,8.921430335016193,-3.0996258478642624,-3.792773478152654,24.88526,-76.260322,36,12,75.4903726073478,60.904876503837244,0.18026424320981924,4.113365547577188,-1.3078664585370985,-1.5441158473343184,-0.565757352528695,0.2838596494510988,-0.5826471924860385,0.5379100267727527,1.9811809691931963,0.6254661925931561,-0.542102293058835,0.015238134178029815,-0.5,0,13.86,3.691612113968638,5,1.6509391266791151
1,Vancouver,2019-07-07,03:30:00,half,"RM, HW, RG",RG,2,330,3,23,4.1,NA,NA,T2Q3,NA,NA,56801.768645304845,4054.3732080874265,21.75,5.737304826019502,0.04506606080245481,0.015022020267484936,66.5689422723316,8.921430335016193,-3.0996258478642624,-3.792773478152654,24.88526,-76.260322,36,12,75.4903726073478,60.904876503837244,0.18026424320981924,4.113365547577188,-1.3078664585370985,-1.5441158473343184,-0.565757352528695,0.2838596494510988,-0.5826471924860385,1.4906223919752226,0.719323968512544,0.6254661925931561,-0.542102293058835,0.015238134178029815,-0.5,0,10.1,1.7073371078963875,5,0.763544366752843
1,Vancouver,2019-07-07,03:30:00,half,"RM, HW, RG",RM,3,150,1,216,0.1,NA,NA,T3Q1,NA,NA,56801.768645304845,4054.3732080874265,20.75,5.737304826019502,0.04506606080245481,0.015022020267484936,66.5689422723316,8.921430335016193,-3.0996258478642624,-3.792773478152654,24.88526,-76.260322,36,12,75.4903726073478,60.904876503837244,0.18026424320981924,4.113365547577188,-1.3078664585370985,-1.5441158473343184,-0.565757352528695,0.2838596494510988,-0.5826471924860385,-1.049943915231364,0.5771428980133156,0.6254661925931561,-0.542102293058835,0.015238134178029815,-0.5,0,22.84,3.236201477040637,5,1.447273298309618
1,Vancouver,2019-07-07,03:30:00,half,"RM, HW, RG",HW,3,150,2,248,3.1,NA,NA,T3Q2,NA,NA,56801.768645304845,4054.3732080874265,30.625,3.9024564913226985,0.04506606080245481,0.015022020267484936,66.5689422723316,8.921430335016193,-3.0996258478642624,-3.792773478152654,24.88526,-76.260322,36,12,75.4903726073478,60.904876503837244,0.18026424320981924,4.113365547577188,-1.3078664585370985,-1.5441158473343184,-0.565757352528695,0.2838596494510988,-0.5826471924860385,0.8554808151735761,1.9811809691931963,0.6254661925931561,-0.542102293058835,0.015238134178029815,-0.5,0,13.1,1.1979148550710943,5,0.5357238094391551
1,Vancouver,2019-07-07,03:30:00,half,"RM, HW, RG",RG,3,150,3,19,4.6,NA,NA,T3Q3,NA,NA,56801.768645304845,4054.3732080874265,21.75,5.737304826019502,0.04506606080245481,0.015022020267484936,66.5689422723316,8.921430335016193,-3.0996258478642624,-3.792773478152654,24.88526,-76.260322,36,12,75.4903726073478,60.904876503837244,0.18026424320981924,4.113365547577188,-1.3078664585370985,-1.5441158473343184,-0.565757352528695,0.2838596494510988,-0.5826471924860385,1.808193180376046,0.719323968512544,0.6254661925931561,-0.542102293058835,0.015238134178029815,-0.5,0,8.36,0.6730527468185536,5,0.30099833886584826
1,78S,2019-07-07,11:00:00,natural,"HW, RM",RM,1,60,1,221,0,NA,NA,T1Q1,NA,NA,0,0,24.75,3.2015621187164243,1.2765712118986425,1.2765712118986425,10.18352903373492,36.035862214866945,0.2441777429813232,0.2500442311765116,24.85274599,-76.24708501,159.6,159.6,46.219391248601866,0,15.672366570694104,-1.397130055791962,2.7576336169575915,1.5452864675143552,1.7480065775023212,-2.4348889174418593,1.7276713268988386,-1.1134580729115289,1.1458671800102294,-0.8246713272674112,0.09094413995893554,-0.389977074534518,0,1.2236643728386054,13.64,1.686119805944999,5,0.7540557008603543
1,78S,2019-07-07,11:00:00,natural,"HW, RM",HW,1,60,2,148,1.5,NA,NA,T1Q2,NA,NA,0,0,34.375,4.422951503238533,1.2765712118986425,1.2765712118986425,10.18352903373492,36.035862214866945,0.2441777429813232,0.2500442311765116,24.85274599,-76.24708501,159.6,159.6,46.219391248601866,0,15.672366570694104,-1.397130055791962,2.7576336169575915,1.5452864675143552,1.7480065775023212,-2.4348889174418593,1.7276713268988386,-0.16074570770905874,2.5143599835653028,-0.8246713272674112,0.09094413995893554,-0.389977074534518,0,1.2236643728386054,10.06,2.4460171708309812,5,1.0938921336219578
1,78S,2019-07-07,11:00:00,natural,"HW, RM",HW,1,60,3,59,2.8,NA,NA,T1Q3,NA,NA,0,0,28,8.082903768654761,1.2765712118986425,1.2765712118986425,10.18352903373492,36.035862214866945,0.2441777429813232,0.2500442311765116,24.85274599,-76.24708501,159.6,159.6,46.219391248601866,0,15.672366570694104,-1.397130055791962,2.7576336169575915,1.5452864675143552,1.7480065775023212,-2.4348889174418593,1.7276713268988386,0.6649383421330819,1.6079556591327218,-0.8246713272674112,0.09094413995893554,-0.389977074534518,0,1.2236643728386054,8.78,1.9175505208468433,5,0.8575546629807338
1,78S,2019-07-07,11:00:00,natural,"HW, RM",RM,2,330,1,265,0,NA,NA,T2Q1,NA,NA,0,0,24.75,3.2015621187164243,1.2765712118986425,1.2765712118986425,10.18352903373492,36.035862214866945,0.2441777429813232,0.2500442311765116,24.85274599,-76.24708501,159.6,159.6,46.219391248601866,0,15.672366570694104,-1.397130055791962,2.7576336169575915,1.5452864675143552,1.7480065775023212,-2.4348889174418593,1.7276713268988386,-1.1134580729115289,1.1458671800102294,-0.8246713272674112,0.09094413995893554,-0.389977074534518,0,1.2236643728386054,33.82,38.278414282725976,5,17.118627281414827
1,78S,2019-07-07,11:00:00,natural,"HW, RM",HW,2,330,2,180,0.9,NA,NA,T2Q2,NA,NA,0,0,34.375,4.422951503238533,1.2765712118986425,1.2765712118986425,10.18352903373492,36.035862214866945,0.2441777429813232,0.2500442311765116,24.85274599,-76.24708501,159.6,159.6,46.219391248601866,0,15.672366570694104,-1.397130055791962,2.7576336169575915,1.5452864675143552,1.7480065775023212,-2.4348889174418593,1.7276713268988386,-0.5418306537900468,2.5143599835653028,-0.8246713272674112,0.09094413995893554,-0.389977074534518,0,1.2236643728386054,10.6,0.8860022573334669,5,0.3962322551231787
1,78S,2019-07-07,11:00:00,natural,"HW, RM",HW,2,330,3,85,2.4,NA,NA,T2Q3,NA,NA,0,0,28,8.082903768654761,1.2765712118986425,1.2765712118986425,10.18352903373492,36.035862214866945,0.2441777429813232,0.2500442311765116,24.85274599,-76.24708501,159.6,159.6,46.219391248601866,0,15.672366570694104,-1.397130055791962,2.7576336169575915,1.5452864675143552,1.7480065775023212,-2.4348889174418593,1.7276713268988386,0.41088171141242325,1.6079556591327218,-0.8246713272674112,0.09094413995893554,-0.389977074534518,0,1.2236643728386054,8.22,2.4159884105682297,5,1.0804628637764466
1,78S,2019-07-07,11:00:00,natural,"HW, RM",RM,3,150,1,186,0.4,NA,NA,T3Q1,NA,NA,0,0,24.75,3.2015621187164243,1.2765712118986425,1.2765712118986425,10.18352903373492,36.035862214866945,0.2441777429813232,0.2500442311765116,24.85274599,-76.24708501,159.6,159.6,46.219391248601866,0,15.672366570694104,-1.397130055791962,2.7576336169575915,1.5452864675143552,1.7480065775023212,-2.4348889174418593,1.7276713268988386,-0.8594014421908701,1.1458671800102294,-0.8246713272674112,0.09094413995893554,-0.389977074534518,0,1.2236643728386054,13.7,3.392639090737475,5,1.5172343260024141
1,78S,2019-07-07,11:00:00,natural,"HW, RM",HW,3,150,2,124,2.1,NA,NA,T3Q2,NA,NA,0,0,34.375,4.422951503238533,1.2765712118986425,1.2765712118986425,10.18352903373492,36.035862214866945,0.2441777429813232,0.2500442311765116,24.85274599,-76.24708501,159.6,159.6,46.219391248601866,0,15.672366570694104,-1.397130055791962,2.7576336169575915,1.5452864675143552,1.7480065775023212,-2.4348889174418593,1.7276713268988386,0.22033923837192934,2.5143599835653028,-0.8246713272674112,0.09094413995893554,-0.389977074534518,0,1.2236643728386054,9.42,0.7463243262818117,5,0.33376638536557274
1,78S,2019-07-07,11:00:00,natural,"HW, RM",RM,3,150,3,31,3.6,NA,NA,T3Q3,NA,NA,0,0,28,8.082903768654761,1.2765712118986425,1.2765712118986425,10.18352903373492,36.035862214866945,0.2441777429813232,0.2500442311765116,24.85274599,-76.24708501,159.6,159.6,46.219391248601866,0,15.672366570694104,-1.397130055791962,2.7576336169575915,1.5452864675143552,1.7480065775023212,-2.4348889174418593,1.7276713268988386,1.1730516035743994,1.6079556591327218,-0.8246713272674112,0.09094413995893554,-0.389977074534518,0,1.2236643728386054,8.22,1.41315250415516,5,0.6319810123729983
1,Check3,2019-07-08,14:30:00,zero,"HW, RG",RG,1,60,1,197,0.2,NA,NA,T1Q1,NA,NA,24461.931760907315,1746.0336731554116,16.875,3.010398644698074,0.4394604166588277,0,13.653106793138237,11.84431086489885,-0.8222076303979884,-4.891386666278263,24.831183,-76.257383,82.8,0,25.497417658037087,127.88544758420342,0,4.853066861499494,-2.4064789070070094,0.5600331918559913,-1.194509809478628,0.6488108320499076,-1.2069602261090813,-0.9864297575511995,0.026191249828805475,-0.7354396519457438,-0.47386117697060465,-0.6768433995997588,-1,-1.2236643728386054,11.94,0.6107372593840987,5,0.2731300056749532
1,Check3,2019-07-08,14:30:00,zero,"HW, RG",HW,1,60,2,188,1.3,NA,NA,T1Q2,NA,NA,24461.931760907315,1746.0336731554116,15.875,3.966001344763598,0.4394604166588277,0,13.653106793138237,11.84431086489885,-0.8222076303979884,-4.891386666278263,24.831183,-76.257383,82.8,0,25.497417658037087,127.88544758420342,0,4.853066861499494,-2.4064789070070094,0.5600331918559913,-1.194509809478628,0.6488108320499076,-1.2069602261090813,-0.2877740230693881,-0.11598982067042295,-0.7354396519457438,-0.47386117697060465,-0.6768433995997588,-1,-1.2236643728386054,9.42,2.591717577206282,5,1.1590513362228612
1,Check3,2019-07-08,14:30:00,zero,"HW, RG",HW,1,60,3,74,2.8,NA,NA,T1Q3,NA,NA,24461.931760907315,1746.0336731554116,10.25,1.8929694486000912,0.4394604166588277,0,13.653106793138237,11.84431086489885,-0.8222076303979884,-4.891386666278263,24.831183,-76.257383,82.8,0,25.497417658037087,127.88544758420342,0,4.853066861499494,-2.4064789070070094,0.5600331918559913,-1.194509809478628,0.6488108320499076,-1.2069602261090813,0.6649383421330819,-0.9157583422285828,-0.7354396519457438,-0.47386117697060465,-0.6768433995997588,-1,-1.2236643728386054,7.5,1.8261982367749678,5,0.8167006795638169
1,Check3,2019-07-08,14:30:00,zero,"HW, RG",RG,2,330,1,223,0.1,NA,NA,T2Q1,NA,NA,24461.931760907315,1746.0336731554116,16.875,3.010398644698074,0.4394604166588277,0,13.653106793138237,11.84431086489885,-0.8222076303979884,-4.891386666278263,24.831183,-76.257383,82.8,0,25.497417658037087,127.88544758420342,0,4.853066861499494,-2.4064789070070094,0.5600331918559913,-1.194509809478628,0.6488108320499076,-1.2069602261090813,-1.049943915231364,0.026191249828805475,-0.7354396519457438,-0.47386117697060465,-0.6768433995997588,-1,-1.2236643728386054,13.18,2.523291501194422,5,1.1284502647436438
1,Check3,2019-07-08,14:30:00,zero,"HW, RG",HW,2,330,2,194,1.3,NA,NA,T2Q2,NA,NA,24461.931760907315,1746.0336731554116,15.875,3.966001344763598,0.4394604166588277,0,13.653106793138237,11.84431086489885,-0.8222076303979884,-4.891386666278263,24.831183,-76.257383,82.8,0,25.497417658037087,127.88544758420342,0,4.853066861499494,-2.4064789070070094,0.5600331918559913,-1.194509809478628,0.6488108320499076,-1.2069602261090813,-0.2877740230693881,-0.11598982067042295,-0.7354396519457438,-0.47386117697060465,-0.6768433995997588,-1,-1.2236643728386054,11.3,1.2227019260637484,5,0.5468089245796927
1,Check3,2019-07-08,14:30:00,zero,"HW, RG",HW,2,330,3,84,2.8,NA,NA,T2Q3,NA,NA,24461.931760907315,1746.0336731554116,10.25,1.8929694486000912,0.4394604166588277,0,13.653106793138237,11.84431086489885,-0.8222076303979884,-4.891386666278263,24.831183,-76.257383,82.8,0,25.497417658037087,127.88544758420342,0,4.853066861499494,-2.4064789070070094,0.5600331918559913,-1.194509809478628,0.6488108320499076,-1.2069602261090813,0.6649383421330819,-0.9157583422285828,-0.7354396519457438,-0.47386117697060465,-0.6768433995997588,-1,-1.2236643728386054,8.5,1.7277152543170997,5,0.7726577508832744
1,Check3,2019-07-08,14:30:00,zero,"HW, RG",RG,3,150,1,286,0.1,NA,NA,T3Q1,NA,NA,24461.931760907315,1746.0336731554116,16.875,3.010398644698074,0.4394604166588277,0,13.653106793138237,11.84431086489885,-0.8222076303979884,-4.891386666278263,24.831183,-76.257383,82.8,0,25.497417658037087,127.88544758420342,0,4.853066861499494,-2.4064789070070094,0.5600331918559913,-1.194509809478628,0.6488108320499076,-1.2069602261090813,-1.049943915231364,0.026191249828805475,-0.7354396519457438,-0.47386117697060465,-0.6768433995997588,-1,-1.2236643728386054,17.12,2.8674030062061377,5,1.282341608152835
1,Check3,2019-07-08,14:30:00,zero,"HW, RG",HW,3,150,2,238,0.7,NA,NA,T3Q2,NA,NA,24461.931760907315,1746.0336731554116,15.875,3.966001344763598,0.4394604166588277,0,13.653106793138237,11.84431086489885,-0.8222076303979884,-4.891386666278263,24.831183,-76.257383,82.8,0,25.497417658037087,127.88544758420342,0,4.853066861499494,-2.4064789070070094,0.5600331918559913,-1.194509809478628,0.6488108320499076,-1.2069602261090813,-0.6688589691503762,-0.11598982067042295,-0.7354396519457438,-0.47386117697060465,-0.6768433995997588,-1,-1.2236643728386054,13.42,3.4252007240452342,5,1.5317963311093283
1,Check3,2019-07-08,14:30:00,zero,"HW, RG",HW,3,150,3,25,2.2,NA,NA,T3Q3,NA,NA,24461.931760907315,1746.0336731554116,10.25,1.8929694486000912,0.4394604166588277,0,13.653106793138237,11.84431086489885,-0.8222076303979884,-4.891386666278263,24.831183,-76.257383,82.8,0,25.497417658037087,127.88544758420342,0,4.853066861499494,-2.4064789070070094,0.5600331918559913,-1.194509809478628,0.6488108320499076,-1.2069602261090813,0.2838533960520941,-0.9157583422285828,-0.7354396519457438,-0.47386117697060465,-0.6768433995997588,-1,-1.2236643728386054,9.86,1.9424211695716254,5,0.8686771552193601
1,119,2019-07-08,11:30:00,natural,"RM, RG",RM,1,60,1,384,0.1,NA,NA,T1Q1,NA,NA,76457.53213613608,5457.3541853059305,14.125,2.5940637360455634,0.2379431122245524,0.2379431122245524,29.418796512142528,22.326454360609944,-1.4357236581481019,-1.4046452648007277,24.823233,-76.273583,91.2,91.2,51.74525087275247,185.50569133762568,3.1000588335541686,5.224417818259767,1.1600807687843235,-0.006805674373185967,0.8010034854859313,0.832026635885962,0.8198233715936959,-1.049943915231364,-0.3648066940440727,-0.32997276122233854,-0.22913233368359362,-0.31347938785045387,0,1.2236643728386054,9.08,1.173456432936477,5,0.524785670536077
1,119,2019-07-08,11:30:00,natural,"RM, RG",RG,1,60,2,102,2.9,NA,NA,T1Q2,NA,NA,76457.53213613608,5457.3541853059305,13.625,2.056493779875511,0.2379431122245524,0.2379431122245524,29.418796512142528,22.326454360609944,-1.4357236581481019,-1.4046452648007277,24.823233,-76.273583,91.2,91.2,51.74525087275247,185.50569133762568,3.1000588335541686,5.224417818259767,1.1600807687843235,-0.006805674373185967,0.8010034854859313,0.832026635885962,0.8198233715936959,0.7284524998132467,-0.4358972292936869,-0.32997276122233854,-0.22913233368359362,-0.31347938785045387,0,1.2236643728386054,8.48,1.8102486017119304,5,0.8095677859203636
1,119,2019-07-08,11:30:00,natural,"RM, RG",RG,1,60,3,43,4.4,NA,NA,T1Q3,NA,NA,76457.53213613608,5457.3541853059305,11.375,4.346933785248325,0.2379431122245524,0.2379431122245524,29.418796512142528,22.326454360609944,-1.4357236581481019,-1.4046452648007277,24.823233,-76.273583,91.2,91.2,51.74525087275247,185.50569133762568,3.1000588335541686,5.224417818259767,1.1600807687843235,-0.006805674373185967,0.8010034854859313,0.832026635885962,0.8198233715936959,1.6811648650157172,-0.75580463791695085,-0.32997276122233854,-0.22913233368359362,-0.31347938785045387,0,1.2236643728386054,8.4,0.5830951894845301,5,0.260768096208106
1,119,2019-07-08,11:30:00,natural,"RM, RG",RM,2,330,1,218,0.1,NA,NA,T2Q1,NA,NA,76457.53213613608,5457.3541853059305,14.125,2.5940637360455634,0.2379431122245524,0.2379431122245524,29.418796512142528,22.326454360609944,-1.4357236581481019,-1.4046452648007277,24.823233,-76.273583,91.2,91.2,51.74525087275247,185.50569133762568,3.1000588335541686,5.224417818259767,1.1600807687843235,-0.006805674373185967,0.8010034854859313,0.832026635885962,0.8198233715936959,-1.049943915231364,-0.3648066940440727,-0.32997276122233854,-0.22913233368359362,-0.31347938785045387,0,1.2236643728386054,17.56,3.3493282908666924,5,1.4978651474682223
1,119,2019-07-08,11:30:00,natural,"RM, RG",RG,2,330,2,191,1.7,NA,NA,T2Q2,NA,NA,76457.53213613608,5457.3541853059305,13.625,2.056493779875511,0.2379431122245524,0.2379431122245524,29.418796512142528,22.326454360609944,-1.4357236581481019,-1.4046452648007277,24.823233,-76.273583,91.2,91.2,51.74525087275247,185.50569133762568,3.1000588335541686,5.224417818259767,1.1600807687843235,-0.006805674373185967,0.8010034854859313,0.832026635885962,0.8198233715936959,-0.03371739234872943,-0.4358972292936869,-0.32997276122233854,-0.22913233368359362,-0.31347938785045387,0,1.2236643728386054,10.78,1.889973544788392,5,0.8452218643646175
1,119,2019-07-08,11:30:00,natural,"RM, RG",RG,2,330,3,146,3.2,NA,NA,T2Q3,NA,NA,76457.53213613608,5457.3541853059305,11.375,4.346933785248325,0.2379431122245524,0.2379431122245524,29.418796512142528,22.326454360609944,-1.4357236581481019,-1.4046452648007277,24.823233,-76.273583,91.2,91.2,51.74525087275247,185.50569133762568,3.1000588335541686,5.224417818259767,1.1600807687843235,-0.006805674373185967,0.8010034854859313,0.832026635885962,0.8198233715936959,0.9189949728537409,-0.75580463791695085,-0.32997276122233854,-0.22913233368359362,-0.31347938785045387,0,1.2236643728386054,9.12,2.0364184245876387,5,0.9107140056021978
1,119,2019-07-08,11:30:00,natural,"RM, RG",RM,3,150,1,308,0,NA,NA,T3Q1,NA,NA,76457.53213613608,5457.3541853059305,14.125,2.5940637360455634,0.2379431122245524,0.2379431122245524,29.418796512142528,22.326454360609944,-1.4357236581481019,-1.4046452648007277,24.823233,-76.273583,91.2,91.2,51.74525087275247,185.50569133762568,3.1000588335541686,5.224417818259767,1.1600807687843235,-0.006805674373185967,0.8010034854859313,0.832026635885962,0.8198233715936959,-1.1134580729115289,-0.3648066940440727,-0.32997276122233854,-0.22913233368359362,-0.31347938785045387,0,1.2236643728386054,10.379999999999999,2.7976776083030006,5,1.2511594622589077
1,119,2019-07-08,11:30:00,natural,"RM, RG",RG,3,150,2,185,3.6,NA,NA,T3Q2,NA,NA,76457.53213613608,5457.3541853059305,13.625,2.056493779875511,0.2379431122245524,0.2379431122245524,29.418796512142528,22.326454360609944,-1.4357236581481019,-1.4046452648007277,24.823233,-76.273583,91.2,91.2,51.74525087275247,185.50569133762568,3.1000588335541686,5.224417818259767,1.1600807687843235,-0.006805674373185967,0.8010034854859313,0.832026635885962,0.8198233715936959,1.1730516035743994,-0.4358972292936869,-0.32997276122233854,-0.22913233368359362,-0.31347938785045387,0,1.2236643728386054,7.32,0.7328028384224503,5,0.32771939216347873
1,119,2019-07-08,11:30:00,natural,"RM, RG",RM,3,150,3,124,5.1,NA,NA,T3Q3,NA,NA,76457.53213613608,5457.3541853059305,11.375,4.346933785248325,0.2379431122245524,0.2379431122245524,29.418796512142528,22.326454360609944,-1.4357236581481019,-1.4046452648007277,24.823233,-76.273583,91.2,91.2,51.74525087275247,185.50569133762568,3.1000588335541686,5.224417818259767,1.1600807687843235,-0.006805674373185967,0.8010034854859313,0.832026635885962,0.8198233715936959,2.1257639687768695,-0.75580463791695085,-0.32997276122233854,-0.22913233368359362,-0.31347938785045387,0,1.2236643728386054,9.375,2.8825625173908485,4,1.4412812586954242
1,Josh,2019-07-09,13:00:00,half,"HW, RG",RG,1,60,1,216,0,NA,NA,T1Q1,NA,NA,1726.0426667063466,123.20076136376493,26,4.08248290463863,0.4237593152593763,0.21187965762968816,47.19660259918609,22.997889276778874,-0.8585896376161153,-1.5169013134984517,24.844133,-76.24934703,243.6,123.6,70.19449187596497,2.6103735137471427,2.6188325683029454,1.05000983169208,0.9965665206786463,0.5264191788720234,0.7367577007192228,-1.2275278122055076,0.7269024544698971,-1.1134580729115289,1.3235935181342648,0.1272423613934601,-0.21345619927045884,-0.0580758210181752,-0.5,0,9.64,1.8460769214742923,5,0.8255906976220118
1,Josh,2019-07-09,13:00:00,half,"HW, RG",HW,1,60,2,238,2.2,NA,NA,T1Q2,NA,NA,1726.0426667063466,123.20076136376493,19.25,3.947573094109004,0.4237593152593763,0.21187965762968816,47.19660259918609,22.997889276778874,-0.8585896376161153,-1.5169013134984517,24.844133,-76.24934703,243.6,123.6,70.19449187596497,2.6103735137471427,2.6188325683029454,1.05000983169208,0.9965665206786463,0.5264191788720234,0.7367577007192228,-1.2275278122055076,0.7269024544698971,0.2838533960520941,0.36387129226447296,0.1272423613934601,-0.21345619927045884,-0.0580758210181752,-0.5,0,9.4,3.203903868720159,5,1.4328293687665674
1,Josh,2019-07-09,13:00:00,half,"HW, RG",HW,1,60,3,123,3.7,NA,NA,T1Q3,NA,NA,1726.0426667063466,123.20076136376493,18.5,7.118052168020874,0.4237593152593763,0.21187965762968816,47.19660259918609,22.997889276778874,-0.8585896376161153,-1.5169013134984517,24.844133,-76.24934703,243.6,123.6,70.19449187596497,2.6103735137471427,2.6188325683029454,1.05000983169208,0.9965665206786463,0.5264191788720234,0.7367577007192228,-1.2275278122055076,0.7269024544698971,1.2365657612545642,0.25723548939005164,0.1272423613934601,-0.21345619927045884,-0.0580758210181752,-0.5,0,9.2,0.6595452979136459,5,0.2949576240750525
1,Josh,2019-07-09,13:00:00,half,"HW, RG",RG,2,330,1,175,0,NA,NA,T2Q1,NA,NA,1726.0426667063466,123.20076136376493,26,4.08248290463863,0.4237593152593763,0.21187965762968816,47.19660259918609,22.997889276778874,-0.8585896376161153,-1.5169013134984517,24.844133,-76.24934703,243.6,123.6,70.19449187596497,2.6103735137471427,2.6188325683029454,1.05000983169208,0.9965665206786463,0.5264191788720234,0.7367577007192228,-1.2275278122055076,0.7269024544698971,-1.1134580729115289,1.3235935181342648,0.1272423613934601,-0.21345619927045884,-0.0580758210181752,-0.5,0,9.92,2.033961651555899,5,0.9096153033013462
1,Josh,2019-07-09,13:00:00,half,"HW, RG",HW,2,330,2,343,1.2,NA,NA,T2Q2,NA,NA,1726.0426667063466,123.20076136376493,19.25,3.947573094109004,0.4237593152593763,0.21187965762968816,47.19660259918609,22.997889276778874,-0.8585896376161153,-1.5169013134984517,24.844133,-76.24934703,243.6,123.6,70.19449187596497,2.6103735137471427,2.6188325683029454,1.05000983169208,0.9965665206786463,0.5264191788720234,0.7367577007192228,-1.2275278122055076,0.7269024544698971,-0.3512881807495528,0.36387129226447296,0.1272423613934601,-0.21345619927045884,-0.0580758210181752,-0.5,0,9.84,1.0261578825892246,5,0.4589117562233508
